440.000000 144.000000 1.000000
466.163762 138.000000 1.300000
493.883301 132.000000 1.600000
523.251131 126.000000 1.900000
554.365262 120.000000 2.200000
587.329536 114.000000 2.500000
622.253967 108.000000 2.800000
659.255114 102.000000 3.000000
698.456463 96.000000 2.700000
739.988845 90.000000 2.400000
783.990872 84.000000 2.100000
830.609395 84.000000 1.800000
880.000000 90.000000 1.500000
932.327523 96.000000 1.200000
987.766603 102.000000 1.000000
1046.502261 108.000000 1.300000
1108.730524 114.000000 1.600000
1174.659072 120.000000 1.900000
1244.507935 126.000000 2.200000
1318.510228 132.000000 2.500000
1396.912926 138.000000 2.800000
1479.977691 144.000000 3.000000
1567.981744 144.000000 2.700000
1661.218790 138.000000 2.400000
1760.000000 132.000000 2.100000
1864.655046 126.000000 1.800000
1975.533205 120.000000 1.500000
2093.004522 114.000000 1.200000
2217.461048 108.000000 1.000000
2349.318143 102.000000 1.300000
2489.015870 96.000000 1.600000
2637.020455 90.000000 1.900000
2793.825851 84.000000 2.200000
2959.955382 84.000000 2.500000
3135.963488 90.000000 2.800000
3322.437581 96.000000 3.000000
3520.000000 102.000000 2.700000
3729.310092 108.000000 2.400000
3951.066410 114.000000 2.100000
4186.009045 120.000000 1.800000
